opt_score,test_train_diff,ewm_hl,hl,opt_buy,opt_sell,best_buy,best_sell,best_score
0.03600693758611967,-0.22516351004724622,8,,9e-05,-0.00012,7.000000000000001e-05,-0.00015000000000000001,0.046470368978512124
0.035739952241818716,-0.33410288899606055,24,,9e-05,-3.9999999999999996e-05,9e-05,-0.00012,0.0536718836156766
0.039514039916471407,-0.17255980330723006,48,,9e-05,-9.999999999999999e-06,9e-05,-0.00011,0.04775455685426779
