opt_score            ,test_train_diff      ,ewm_hl ,hl ,opt_buy ,opt_sell                ,best_buy              ,best_sell               ,best_score
0.0435282134254947   ,-0.07499131629412677 ,     8 ,   ,9e-05   ,-0.00019                ,7.000000000000001e-05 ,-0.0001                 ,0.047057086265511694
0.043511321479939545 ,-0.24694617350164572 ,    24 ,   ,9e-05   ,-9e-05                  ,8e-05                 ,-0.00013000000000000002 ,0.057779829208576015
0.04878257720787324  ,-0.3099478568547201  ,    48 ,   ,9e-05   ,-2.9999999999999997e-05 ,8e-05                 ,-4.9999999999999996e-05 ,0.07069404492466422
